user_input,intent,,
What are the 2019 movies of Nani?,search_by_actor_year,,
List Mahesh Babu's movies from 2017,search_by_actor_year,,
Ram Charan movies released in 2018,search_by_actor_year,,
Give me Dhanush films from 2020,search_by_actor_year,,
Which movies did Jr NTR act in 2016?,search_by_actor_year,,
Tamil films of Suriya released in 2021,search_by_actor_year,,
Show Bollywood movies of Shah Rukh Khan from 2013,search_by_actor_year,,
What are the 2015 movies of Prabhas?,search_by_actor_year,,
Telugu movies of Ravi Teja in 2019,search_by_actor_year,,
List Samantha movies from 2022,search_by_actor_year,,
Show me films of Rajinikanth released in 2023,search_by_actor_year,,
Hindi movies of Salman Khan from 2011,search_by_actor_year,,
What movies did Pawan Kalyan act in 2012?,search_by_actor_year,,
Show me 2018 films of Nithiin,search_by_actor_year,,
2010 movies of Nagarjuna,search_by_actor_year,,
All movies of Kamal Haasan from 2022,search_by_actor_year,,
I want Kannada movies of Puneeth Rajkumar from 2019,search_by_actor_year,,
Give me movies of Yash released in 2016,search_by_actor_year,,
What are the 2021 movies of Nivin Pauly?,search_by_actor_year,,
Any movies of Fahadh Faasil in 2017?,search_by_actor_year,,
Show all films by Ajith from 2020,search_by_actor_year,,
List 2023 movies by Karthi,search_by_actor_year,,
I want movies of Mohanlal released in 2014,search_by_actor_year,,
Find 2022 movies of Ram Pothineni,search_by_actor_year,,
2019 movies acted by Rana Daggubati,search_by_actor_year,,
Tell me about Daggubati Venkatesh movies from 2015,search_by_actor_year,,
Which 2021 movies had Keerthy Suresh?,search_by_actor_year,,
Show me movies of Vijay Deverakonda from 2019,search_by_actor_year,,
What are the 2020 movies of Nayanthara?,search_by_actor_year,,
I want all Hindi movies of Akshay Kumar from 2018,search_by_actor_year,,
List films of Hrithik Roshan in 2019,search_by_actor_year,,
Give me 2016 movies of Emraan Hashmi,search_by_actor_year,,
What movies did Aishwarya Rai act in 2008?,search_by_actor_year,,
Show me 2015 films of Trisha Krishnan,search_by_actor_year,,
What are the 2022 movies of Shraddha Kapoor?,search_by_actor_year,,
Show movies of Tamannaah from 2020,search_by_actor_year,,
Give me 2017 movies acted by Kriti Sanon,search_by_actor_year,,
I want to see all 2021 movies of Rashmika Mandanna,search_by_actor_year,,
Show 2016 films of Anushka Shetty,search_by_actor_year,,
What are the 2013 movies of Kajal Aggarwal?,search_by_actor_year,,
Tell me about movies of Parineeti Chopra released in 2014,search_by_actor_year,,
List all movies by Ileana D'Cruz from 2011,search_by_actor_year,,
What are the 2020 movies of Taapsee Pannu?,search_by_actor_year,,
Show me 2022 Bollywood films of Ayushmann Khurrana,search_by_actor_year,,
Find Malayalam movies by Dulquer Salmaan in 2018,search_by_actor_year,,
Tell me about films of R. Madhavan from 2016,search_by_actor_year,,
What movies did Sai Pallavi act in 2023?,search_by_actor_year,,
List 2019 films of Genelia D'Souza,search_by_actor_year,,
Show me movies with Vijay and Atlee,search_by_actor_director,,
Which films did Mahesh Babu and Trivikram do together?,search_by_actor_director,,
I want movies where Suriya acted under Gautham Menon,search_by_actor_director,,
Give me films of Allu Arjun directed by Sukumar,search_by_actor_director,,
What are the movies of Nani and Vivek Athreya?,search_by_actor_director,,
Show Ram Charan and S. S. Rajamouli collaborations,search_by_actor_director,,
List movies where Dhanush and Vetrimaaran worked together,search_by_actor_director,,
Films with Jr NTR and Koratala Siva,search_by_actor_director,,
Any movies by Prabhas and Prashanth Neel?,search_by_actor_director,,
Tell me about Shah Rukh Khan movies directed by Karan Johar,search_by_actor_director,,
Show all movies of Pawan Kalyan and Trivikram,search_by_actor_director,,
What are the collaborations between Ravi Teja and Harish Shankar?,search_by_actor_director,,
List movies of Samantha directed by Nandini Reddy,search_by_actor_director,,
Suriya movies under Bala direction,search_by_actor_director,,
Films where Rajinikanth acted in Shankar's direction,search_by_actor_director,,
Kamal Haasan and Mani Ratnam movies,search_by_actor_director,,
Show Ajith movies directed by H. Vinoth,search_by_actor_director,,
I want movies with Nithiin and Krishna Chaitanya,search_by_actor_director,,
Which movies did Ram Pothineni and Puri Jagannadh do together?,search_by_actor_director,,
Any hits from Nagarjuna and Raghavendra Rao?,search_by_actor_director,,
Find Yash movies directed by Prashanth Neel,search_by_actor_director,,
Allu Arjun under Boyapati Srinu direction,search_by_actor_director,,
Show me movies of Keerthy Suresh directed by Nagesh Kukunoor,search_by_actor_director,,
Nayanthara movies directed by Vignesh Shivan,search_by_actor_director,,
Anushka Shetty and Gautham Menon collaborations,search_by_actor_director,,
Which movies had Trisha and Dharani working together?,search_by_actor_director,,
Show Tamannaah movies under Siva direction,search_by_actor_director,,
Tell me movies where Hrithik Roshan worked with Zoya Akhtar,search_by_actor_director,,
Ranbir Kapoor and Imtiaz Ali movies,search_by_actor_director,,
Salman Khan films directed by Kabir Khan,search_by_actor_director,,
Akshay Kumar movies under Neeraj Pandey,search_by_actor_director,,
Kareena Kapoor and Karan Johar collaborations,search_by_actor_director,,
Ranveer Singh movies directed by Rohit Shetty,search_by_actor_director,,
Shahid Kapoor films directed by Vishal Bhardwaj,search_by_actor_director,,
Any movies by Deepika Padukone and Sanjay Leela Bhansali?,search_by_actor_director,,
Alia Bhatt and Ayan Mukerji movies,search_by_actor_director,,
Amitabh Bachchan under R. Balki direction,search_by_actor_director,,
Ajay Devgn and Prakash Jha films,search_by_actor_director,,
Rajkummar Rao movies directed by Hansal Mehta,search_by_actor_director,,
Vidya Balan films directed by Suresh Triveni,search_by_actor_director,,
Aishwarya Rai and Sanjay Leela Bhansali movies,search_by_actor_director,,
Genelia movies under K. Raghavendra Rao,search_by_actor_director,,
Ileana D'Cruz with Puri Jagannadh films,search_by_actor_director,,
Jr NTR under Rajamouli direction,search_by_actor_director,,
Show movies where Vijay Deverakonda worked with Puri Jagannadh,search_by_actor_director,,
Tell me films where Nani and Indraganti Mohan Krishna collaborated,search_by_actor_director,,
Show collaborations of Dhanush and Anand L. Rai,search_by_actor_director,,
Movies of Mohanlal directed by Priyadarshan,search_by_actor_director,,
Show Dulquer Salmaan movies with Anjali Menon,search_by_actor_director,,
What are the films of Sai Pallavi directed by Sekhar Kammula?,search_by_actor_director,,
Show me Hindi movies from 2018.,search_by_language_year,,
I want to watch Tamil films released in 2020.,search_by_language_year,,
Any good Kannada movies from 2019?,search_by_language_year,,
List Malayalam movies that came out in 2021.,search_by_language_year,,
Telugu films released in 2015?,search_by_language_year,,
What are some Bengali movies from 2017?,search_by_language_year,,
Do you have any Hindi 2012 movies?,search_by_language_year,,
Recommend Tamil 2016 films.,search_by_language_year,,
suggest telugu movies from 1980,search_by_language_year,,
give me movies of Kannada in 1992,search_by_language_year,,
give tamil movies of 1975,search_by_language_year,,
Show Malayalam films from the year 2013.,search_by_language_year,,
Find Telugu movies released in 2010.,search_by_language_year,,
What Kannada movies came out in 2011?,search_by_language_year,,
Give me Hindi movies from 2009.,search_by_language_year,,
Search Tamil language films from 2005.,search_by_language_year,,
Any Malayalam films from 2022?,search_by_language_year,,
Can you list Bengali movies from 2014?,search_by_language_year,,
Looking for Telugu 2018 releases.,search_by_language_year,,
Which Kannada movies came out in 2020?,search_by_language_year,,
Find Hindi language movies released in 2007.,search_by_language_year,,
Suggest Tamil movies from 2019.,search_by_language_year,,
give me tamil movies of 1945,search_by_language_year,,
List of 2016 Malayalam films?,search_by_language_year,,
Recommend Telugu films from 2012.,search_by_language_year,,
Show Kannada movies released in 2008.,search_by_language_year,,
What are some 2015 Hindi films?,search_by_language_year,,
Get me Bengali language films from 2013.,search_by_language_year,,
I’d like Tamil 2021 movies.,search_by_language_year,,
Pull up Telugu movies from 2017.,search_by_language_year,,
Malayalam films that came out in 2010?,search_by_language_year,,
Which 2011 Hindi movies are good?,search_by_language_year,,
Give Tamil films from the year 2014.,search_by_language_year,,
What Kannada language movies were released in 2018?,search_by_language_year,,
Show me Kannada movies.,search_by_language,,
I’m in the mood for a Telugu film.,search_by_language,,
Recommend a good Malayalam movie.,search_by_language,,
What are the latest Tamil films?,search_by_language,,
Do you have any Telugu language films?,search_by_language,,
Suggest me something in Kannada.,search_by_language,,
Any blockbuster Malayalam movies?,search_by_language,,
I want to watch something in Tamil.,search_by_language,,
Give me films made in Telugu.,search_by_language,,
Can I see Kannada movies?,search_by_language,,
Recommend me Malayalam language movies.,search_by_language,,
I’d like a Tamil language film.,search_by_language,,
Are there Telugu hits in your list?,search_by_language,,
Show only Malayalam language content.,search_by_language,,
Get me some Kannada cinema.,search_by_language,,
Display Tamil movie collection.,search_by_language,,
Do you support Telugu language films?,search_by_language,,
Which movies are in Kannada?,search_by_language,,
"Malayalam films, please!",search_by_language,,
I want movies made in Tamil language.,search_by_language,,
Show Telugu movies from any year.,search_by_language,,
Can you list Kannada films?,search_by_language,,
Any films available in Malayalam?,search_by_language,,
Give me something in Telugu to watch.,search_by_language,,
Which are the best Tamil movies?,search_by_language,,
Find me Malayalam language cinema.,search_by_language,,
I love Telugu films — recommend one?,search_by_language,,
Bring me some classic Kannada films.,search_by_language,,
Give a list of movies in Tamil.,search_by_language,,
Can I get movies in Malayalam?,search_by_language,,
Suggest top-rated Telugu films.,search_by_language,,
Do you have older Tamil movies?,search_by_language,,
Malayalam movie suggestions?,search_by_language,,
What’s trending in Kannada cinema?,search_by_language,,
Recommend me any Telugu content.,search_by_language,,
I prefer watching Tamil — got any?,search_by_language,,
Any hit films in Malayalam language?,search_by_language,,
Find South Indian films in Kannada.,search_by_language,,
Only show Tamil-language movies.,search_by_language,,
Telugu-language films I can watch?,search_by_language,,
Show me Tamil movies directed by Mani Ratnam.,search_by_director_language,,
Any Telugu films by Rajamouli?,search_by_director_language,,
Give me Malayalam movies from Jeethu Joseph.,search_by_director_language,,
List Kannada films directed by Pawan Kumar.,search_by_director_language,,
I want to watch Tamil movies by Shankar.,search_by_director_language,,
Find Telugu language movies by Trivikram Srinivas.,search_by_director_language,,
Show Malayalam films directed by Anjali Menon.,search_by_director_language,,
Are there any Kannada movies by Rakshit Shetty?,search_by_director_language,,
Give me Tamil films made by Vetrimaaran.,search_by_director_language,,
Recommend Telugu films from Sukumar.,search_by_director_language,,
What are the Malayalam movies directed by Lijo Jose Pellissery?,search_by_director_language,,
Display Kannada language movies by Rishab Shetty.,search_by_director_language,,
I want Shankar’s Tamil movies.,search_by_director_language,,
Search Telugu films made by Sekhar Kammula.,search_by_director_language,,
List Malayalam films by Aashiq Abu.,search_by_director_language,,
Any Kannada films directed by Yogaraj Bhat?,search_by_director_language,,
Show Tamil films from director Bala.,search_by_director_language,,
Which Telugu movies are by Koratala Siva?,search_by_director_language,,
I’m looking for Malayalam movies by Siddique.,search_by_director_language,,
Find Kannada movies directed by Upendra.,search_by_director_language,,
What Tamil movies did Gautham Menon direct?,search_by_director_language,,
Any Telugu content from Boyapati Srinu?,search_by_director_language,,
Suggest Malayalam films from Blessy.,search_by_director_language,,
Are there Kannada films directed by Prashanth Neel?,search_by_director_language,,
Give Tamil films by Karthik Subbaraj.,search_by_director_language,,
List Telugu films from Krishna Vamsi.,search_by_director_language,,
"Malayalam movies directed by Ranjith, please.",search_by_director_language,,
Get Kannada movies made by Nagathihalli Chandrashekar.,search_by_director_language,,
What Tamil films has Lokesh Kanagaraj directed?,search_by_director_language,,
Can you show Telugu films by Dasari Narayana Rao?,search_by_director_language,,
Show me movies directed by Mani Ratnam.,search_by_director,,
I want films directed S. S. Rajamouli.,search_by_director,,
List movies directed by Shankar.,search_by_director,,
What are the movies made by Vetrimaaran?,search_by_director,,
Any films directed by Gautham Menon?,search_by_director,,
Can you get me Jeethu Joseph’s directed movies?,search_by_director,,
Movies directed by Lokesh Kanagaraj.,search_by_director,,
Find me films directed by Trivikram Srinivas.,search_by_director,,
Give me movies directed by Anjali Menon.,search_by_director,,
What are the top movies directed by Sukumar?,search_by_director,,
Show me all films directed Karthik Subbaraj.,search_by_director,,
I want to explore movies made by Bala.,search_by_director,,
Find films made by Lijo Jose Pellissery.,search_by_director,,
List some movies from Boyapati Srinu direction,search_by_director,,
What movies has Rishab Shetty directed?,search_by_director,,
Show all movies of Prashanth Neel Direction,search_by_director,,
Can you list movies directed by Upendra?,search_by_director,,
Get me Rakshit Shetty's directorial works.,search_by_director,,
Show me films made by Siddique.,search_by_director,,
What are the best films made by Aashiq Abu?,search_by_director,,
Give me the filmography of Koratala Siva.,search_by_director,,
Any recent movies directed by Gautham Menon?,search_by_director,,
I’m looking for movies directed by Krishna Vamsi.,search_by_director,,
Pull up films directed by Blessy.,search_by_director,,
Which movies are directed by Ranjith?,search_by_director,,
Give me a list of movies directed by Pawan Kumar.,search_by_director,,
Show films directed by Dasari Narayana Rao.,search_by_director,,
Get me the moives of Sekhar Kammula direction.,search_by_director,,
Any notable films directed by Nag Ashwin?,search_by_director,,
Suggest movies made by Nandini Reddy.,search_by_director,,
What are the films by Mohan Raja?,search_by_director,,
Bring up movies directed by AR Murugadoss.,search_by_director,,
List movies made by Venkat Prabhu.,search_by_director,,
Show me the films made by Selvaraghavan.,search_by_director,,
Can I get movies directed by Vamsy?,search_by_director,,
What are the famous movies directed by N. Lingusamy?,search_by_director,,
Provide movies directed Radha Mohan.,search_by_director,,
Tell me the movies directed by Puri Jagannadh.,search_by_director,,
Give me a film list directed by Chimbu Deven.,search_by_director,,
Any old movies directed by Bhagyaraj?,search_by_director,,
Show me movies from the 1990s.,search_by_decade,,
What are some great films from the 1980s?,search_by_decade,,
I want to watch classic 70s movies.,search_by_decade,,
Suggest movies made in the 2000s.,search_by_decade,,
Can you list hits from the 2010s?,search_by_decade,,
Give me popular 80s South Indian films.,search_by_decade,,
Recommend movies from the 90s era.,search_by_decade,,
I’m in the mood for 2000s Tamil cinema.,search_by_decade,,
What are the best Telugu movies from the 90s?,search_by_decade,,
Find Malayalam films from the 80s.,search_by_decade,,
Show me Kannada movies made in the 2010s.,search_by_decade,,
Can I get a list of 70s Indian films?,search_by_decade,,
Any memorable movies from the 1960s?,search_by_decade,,
I’d like to see movies from the 1950s.,search_by_decade,,
Recommend some old school 90s movies.,search_by_decade,,
Pull up films from the 80s decade.,search_by_decade,,
Show classic hits from the 70s.,search_by_decade,,
What are the best 2010s movies?,search_by_decade,,
Give me 2000s Telugu action movies.,search_by_decade,,
I want to explore 80s Tamil films.,search_by_decade,,
Can you suggest 1990s romantic movies?,search_by_decade,,
Give me a list of 70s Malayalam hits.,search_by_decade,,
Which Kannada films came out in the 90s?,search_by_decade,,
Recommend movies from 2010 to 2020.,search_by_decade,,
What movies were released in the 1960s?,search_by_decade,,
List the iconic films of the 50s.,search_by_decade,,
Any blockbuster hits from the 2000s?,search_by_decade,,
I’m interested in films from the 2010s decade.,search_by_decade,,
Give me 80s decade movies only.,search_by_decade,,
Show me early 2000s Indian cinema.,search_by_decade,,
Recommend some 90s classics.,search_by_decade,,
"I love 1970s cinema, what can you suggest?",search_by_decade,,
Best movies between 1990 and 1999?,search_by_decade,,
Movies that defined the 80s?,search_by_decade,,
Suggest decade-wise movies from the 2010s.,search_by_decade,,
What are 2000s South Indian thrillers?,search_by_decade,,
Bring me 1980s film recommendations.,search_by_decade,,
Can I get 1990s Bollywood or South Indian movies?,search_by_decade,,
Recommend something from the 70s.,search_by_decade,,
What are the highest rated 90s movies?,search_by_decade,,
Show me Vijay's movies from 2016.,search_by_actor_year,,
I want to watch Dhanush films from 2013.,search_by_actor_year,,
List Allu Arjun movies released in 2021.,search_by_actor_year,,
What are the Rajinikanth films from 2005?,search_by_actor_year,,
Give me Prabhas movies from 2010.,search_by_actor_year,,
Recommend Nani movies that came out in 2019.,search_by_actor_year,,
Can you suggest Kamal Haasan movies from 1992?,search_by_actor_year,,
What movies did Mohanlal do in 2002?,search_by_actor_year,,
List Samantha films released in 2018.,search_by_actor_year,,
Any Mahesh Babu movies from 2014?,search_by_actor_year,,
Show me Fahadh Faasil's 2020 movies.,search_by_actor_year,,
I want to see Trisha’s movies from 2007.,search_by_actor_year,,
Get me Chiranjeevi films made in 1995.,search_by_actor_year,,
Which movies did Suriya act in during 2011?,search_by_actor_year,,
Can I get Nagarjuna's 2000 movies?,search_by_actor_year,,
Suggest Karthi movies from 2017.,search_by_actor_year,,
What were the top films of Vikram in 2004?,search_by_actor_year,,
Pull up Ram Charan films from 2012.,search_by_actor_year,,
Show Pawan Kalyan movies from 2013.,search_by_actor_year,,
I’m looking for Nithya Menen movies released in 2016.,search_by_actor_year,,
Show me Dhanush movies in Tamil.,search_by_actor_language,,
I want to watch Nani films in Telugu.,search_by_actor_language,,
List Malayalam movies starring Fahadh Faasil.,search_by_actor_language,,
Any Kannada movies by Puneeth Rajkumar?,search_by_actor_language,,
Give me Tamil movies of Vijay.,search_by_actor_language,,
What are the Telugu films with Mahesh Babu?,search_by_actor_language,,
Get me Allu Arjun's Malayalam dubbed movies.,search_by_actor_language,,
Are there any Kannada movies with Yash?,search_by_actor_language,,
I want Rajinikanth's movies in Tamil only.,search_by_actor_language,,
Suggest Telugu films of Samantha.,search_by_actor_language,,
Show Malayalam films where Dulquer acted.,search_by_actor_language,,
List Nithya Menen movies in Telugu.,search_by_actor_language,,
I’m looking for Tamil movies featuring Trisha.,search_by_actor_language,,
Which Kannada movies did Rakshit Shetty star in?,search_by_actor_language,,
Pull up Malayalam films with Mohanlal.,search_by_actor_language,,
Any Telugu language movies of Ram Charan?,search_by_actor_language,,
What are the Tamil movies of Kamal Haasan?,search_by_actor_language,,
Give me Kannada movies by Rishab Shetty.,search_by_actor_language,,
I want Telugu movies of Pawan Kalyan.,search_by_actor_language,,
Suggest Tamil-language films of Suriya.,search_by_actor_language,,
List Telugu films with Anushka Shetty.,search_by_actor_language,,
Which Malayalam movies has Nivin Pauly acted in?,search_by_actor_language,,
I want movies of Sai Pallavi in Tamil.,search_by_actor_language,,
Find Kannada films starring Darshan.,search_by_actor_language,,
Show Telugu movies of Keerthy Suresh.,search_by_actor_language,,
Recommend Tamil films of Vikram.,search_by_actor_language,,
List Telugu-language movies featuring Jr. NTR.,search_by_actor_language,,
What are the Malayalam films of Parvathy Thiruvothu?,search_by_actor_language,,
Show me Kannada movies with Upendra.,search_by_actor_language,,
Show me movies where Vijay acted under Atlee’s direction.,search_by_actor_director,,
List films of Rajinikanth directed by Shankar.,search_by_actor_director,,
Any movies where Dhanush worked with Vetrimaaran?,search_by_actor_director,,
I want Nani’s movies directed by Indraganti Mohanakrishna.,search_by_actor_director,,
Get me Allu Arjun films directed by Trivikram.,search_by_actor_director,,
Find films starring Samantha and directed by Gautham Menon.,search_by_actor_director,,
Show me Mahesh Babu movies with Koratala Siva.,search_by_actor_director,,
What are the movies where Suriya worked with Hari?,search_by_actor_director,,
I want Telugu films featuring Ram Charan directed by Sukumar.,search_by_actor_director,,
List Kannada movies with Yash and directed by Prashanth Neel.,search_by_actor_director,,
Which films have Kamal Haasan under Mani Ratnam's direction?,search_by_actor_director,,
Find Malayalam movies starring Dulquer Salmaan and directed by Anjali Menon.,search_by_actor_director,,
Show movies of Nivin Pauly directed by Alphonse Puthren.,search_by_actor_director,,
Any films where Vikram worked with Bala?,search_by_actor_director,,
Give me Keerthy Suresh movies directed by Pandiraj.,search_by_actor_director,,
List movies where Fahadh Faasil was directed by Dileesh Pothan.,search_by_actor_director,,
Pull up films with Puneeth Rajkumar directed by Pavan Wadeyar.,search_by_actor_director,,
I want to see movies where Jr. NTR was directed by Rajamouli.,search_by_actor_director,,
Which movies have Trisha with director A.L. Vijay?,search_by_actor_director,,
Show me Tamil movies of Suriya directed by Gautham Menon.,search_by_actor_director,,
Show me movies with Vijay.,search_by_actor,,
List all films of Dhanush.,search_by_actor,,
What are the top movies of Allu Arjun?,search_by_actor,,
Can I see Rajinikanth’s best films?,search_by_actor,,
Recommend some movies starring Suriya.,search_by_actor,,
Any new films with Samantha?,search_by_actor,,
Which movies feature Nani as the lead?,search_by_actor,,
I want to watch Prabhas movies.,search_by_actor,,
Give me popular films with Ram Charan.,search_by_actor,,
List some Telugu films of Jr. NTR.,search_by_actor,,
What are the famous movies of Kamal Haasan?,search_by_actor,,
Find movies acted by Nivin Pauly.,search_by_actor,,
I’m looking for films featuring Keerthy Suresh.,search_by_actor,,
Show Dulquer Salmaan movies.,search_by_actor,,
Any Malayalam movies with Fahadh Faasil?,search_by_actor,,
Get me films where Trisha acted.,search_by_actor,,
Suggest some Puneeth Rajkumar films.,search_by_actor,,
Which movies has Sai Pallavi done?,search_by_actor,,
Recommend Yash’s top Kannada movies.,search_by_actor,,
Show me movies with Rashmika Mandanna.,search_by_actor,,
I want Tamil movies with Vikram.,search_by_actor,,
Give me top films of Tamannaah.,search_by_actor,,
Any movies with Nayanthara?,search_by_actor,,
Show action movies starring Vishal.,search_by_actor,,
List Kannada films of Rishab Shetty.,search_by_actor,,
Find films of Shruti Haasan.,search_by_actor,,
Any hit movies of Anushka Shetty?,search_by_actor,,
Show me movies where Jayam Ravi played the hero.,search_by_actor,,
I’m interested in films by Sathyaraj.,search_by_actor,,
Recommend movies featuring Parvathy Thiruvothu.,search_by_actor,,
What are the movies of Meena?,search_by_actor,,
List Telugu films of Genelia D’Souza.,search_by_actor,,
I want to watch films starring Karthi.,search_by_actor,,
Find Mohanlal's filmography.,search_by_actor,,
Any Vijay Sethupathi movies you recommend?,search_by_actor,,
Recommend some films starring Aishwarya Rajesh.,search_by_actor,,
"I liked Vikram, suggest similar films.",recommend_similar,,
Recommend movies like Baahubali.,recommend_similar,,
Any films similar to Eega?,recommend_similar,,
I want something like KGF.,recommend_similar,,
Show me movies like 96.,recommend_similar,,
Can you suggest films like Drishyam?,recommend_similar,,
Recommend similar movies to Asuran.,recommend_similar,,
What are some films like Super Deluxe?,recommend_similar,,
Find movies like Kaithi.,recommend_similar,,
"I enjoyed Mahanati, give me related movies.",recommend_similar,,
Suggest films similar to Ponniyin Selvan.,recommend_similar,,
What to watch after Sita Ramam?,recommend_similar,,
I want a movie like Lucifer.,recommend_similar,,
Recommend something like Vada Chennai.,recommend_similar,,
Give me films similar to Pushpa.,recommend_similar,,
"I liked Thani Oruvan, any other like it?",recommend_similar,,
Show movies like Jersey.,recommend_similar,,
Any good movies like Ratsasan?,recommend_similar,,
Suggest similar films to Ustad Hotel.,recommend_similar,,
Find me movies like Arjun Reddy.,recommend_similar,,
I’m looking for a film like Charlie.,recommend_similar,,
Recommend movies like Kantara.,recommend_similar,,
Any films similar to Master?,recommend_similar,,
Give me something like Agent Sai Srinivasa Athreya.,recommend_similar,,
"I loved Vikrant Rona, suggest similar ones.",recommend_similar,,
Recommend something like Mumbai Police.,recommend_similar,,
Find films similar to Maara.,recommend_similar,,
Suggest movies like Premam.,recommend_similar,,
I want something close to Petta.,recommend_similar,,
Movies like Nenokkadine please.,recommend_similar,,
"I liked Irudhi Suttru, recommend similar.",recommend_similar,,
Can you suggest movies like Kumbalangi Nights?,recommend_similar,,
Find movies like Maya.,recommend_similar,,
Recommend movies similar to Tumbbad.,recommend_similar,,
I want something like Don.,recommend_similar,,
Suggest me something like Pelli Choopulu.,recommend_similar,,
Give me a movie like The Great Indian Kitchen.,recommend_similar,,
Recommend films similar to RangiTaranga.,recommend_similar,,
Find me something like Onaayum Aattukkuttiyum.,recommend_similar,,
"I liked Thondimuthalum Driksakshiyum, what else is there?",recommend_similar,,
Show me the latest movies.,filter_recent_movies,,
